#query	COG_category	Description	Preferred_name	GOs	KEGG_ko	KEGG_Pathway	KEGG_Module	PFAMs
NODE_7593_length_367_cov_0.644828_1	S	Pentatricopeptide repeat-containing protein						DYW_deaminase,PPR
NODE_7650_length_365_cov_1.013889_1	P	This magnesium-dependent enzyme catalyzes the hydrolysis of ATP coupled with the transport of calcium			ko:K01537			Cation_ATPase_C,Cation_ATPase_N,E1-E2_ATPase,Hydrolase
NODE_7748_length_363_cov_1.269231_1	O	BEST Arabidopsis thaliana protein match is Ubiquitin carboxyl-terminal hydrolase-related protein (TAIR						DUF629
NODE_7767_length_361_cov_0.912587_1	L	transposition, RNA-mediated						Asp_protease_2,RVT_1,Retrotrans_gag,rve
NODE_7786_length_363_cov_0.692308_1	S	MuDR family transposase						DBD_Tnp_Mut,MULE,SWIM
NODE_7803_length_362_cov_15.898246_1	J	transposition, RNA-mediated						Asp_protease_2,Retrotrans_gag
NODE_7824_length_362_cov_0.845614_1	S	Reverse transcriptase-like						RVT_3,zf-RVT
NODE_7828_length_362_cov_0.810526_1	H	protoheme IX farnesyltransferase		GO:0003674,GO:0003824,GO:0004311,GO:0004659,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006091,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0015980,GO:0016740,GO:0016765,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0045333,GO:0046148,GO:0046483,GO:0051186,GO:0051188,GO:0055114,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	ko:K02257	ko00190,ko00860,ko01100,ko01110,ko04714,map00190,map00860,map01100,map01110,map04714	M00154	UbiA
NODE_7848_length_362_cov_0.456140_1	S	peroxisome organization						TMEM135_C_rich
NODE_7860_length_361_cov_1.028169_2	S	Pentatricopeptide repeat-containing protein						PPR,PPR_2
NODE_7872_length_361_cov_0.771127_1	Q	Belongs to the multicopper oxidase family		GO:0000003,GO:0003006,GO:0003674,GO:0003824,GO:0007275,GO:0008150,GO:0008152,GO:0009791,GO:0010035,GO:0010038,GO:0010228,GO:0016491,GO:0016722,GO:0022414,GO:0032501,GO:0032502,GO:0042221,GO:0046688,GO:0048608,GO:0048731,GO:0048856,GO:0050896,GO:0055114,GO:0061458	ko:K05909			Cu-oxidase,Cu-oxidase_2,Cu-oxidase_3
NODE_7889_length_361_cov_0.690141_1	S	Plant protein of unknown function (DUF936)						DUF936
NODE_7909_length_360_cov_1.031802_1	S	RING-type E3 ubiquitin transferase						Arm,U-box
NODE_7929_length_360_cov_0.756184_1	S	Zinc finger MYM-type protein						DUF4371,Dimer_Tnp_hAT
NODE_7946_length_360_cov_0.667845_1	K	Domain of unknown function (DUF4283)						DUF4283,zf-CCHC_4
NODE_7948_length_360_cov_0.646643_1	S	Ribonuclease H protein						RVT_1
NODE_7967_length_359_cov_1.382979_1	E	Ribonuclease H protein			ko:K00430	ko00940,ko01100,ko01110,map00940,map01100,map01110		DUF4283,RVT_1,RVT_3,zf-RVT
NODE_7969_length_359_cov_1.191489_1	S	RNase H family protein						DUF4283,RVT_1,RVT_3,zf-RVT
NODE_7983_length_359_cov_0.907801_1	S	Zinc finger MYM-type protein 1-like						DUF4371,Dimer_Tnp_hAT
NODE_8019_length_359_cov_0.617021_1	K	Domain of unknown function (DUF4283)						DUF4283,zf-CCHC_4
NODE_8039_length_358_cov_0.779359_1	UY	Nuclear pore complex protein		GO:0000972,GO:0000973,GO:0002218,GO:0002253,GO:0002376,GO:0002682,GO:0002684,GO:0003674,GO:0003676,GO:0003682,GO:0003712,GO:0003713,GO:0003723,GO:0003729,GO:0005048,GO:0005198,GO:0005215,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005643,GO:0005654,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006260,GO:0006403,GO:0006405,GO:0006406,GO:0006606,GO:0006611,GO:0006725,GO:0006807,GO:0006810,GO:0006886,GO:0006913,GO:0006996,GO:0006997,GO:0006999,GO:0007154,GO:0007165,GO:0008104,GO:0008139,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009719,GO:0009725,GO:0009733,GO:0009870,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010033,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0012505,GO:0015031,GO:0015267,GO:0015288,GO:0015833,GO:0015931,GO:0016020,GO:0016032,GO:0016043,GO:0016234,GO:0016604,GO:0017038,GO:0017056,GO:0019219,GO:0019222,GO:0022607,GO:0022803,GO:0022829,GO:0022857,GO:0023052,GO:0031080,GO:0031090,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031347,GO:0031349,GO:0031503,GO:0031965,GO:0031967,GO:0031974,GO:0031975,GO:0031981,GO:0032991,GO:0033036,GO:0033120,GO:0033218,GO:0033365,GO:0034397,GO:0034398,GO:0034399,GO:0034504,GO:0034613,GO:0034622,GO:0034641,GO:0034645,GO:0042221,GO:0042277,GO:0042405,GO:0042886,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043484,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044403,GO:0044419,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044451,GO:0044464,GO:0044614,GO:0044615,GO:0045088,GO:0045089,GO:0045184,GO:0045935,GO:0046483,GO:0046907,GO:0046931,GO:0048024,GO:0048026,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0050000,GO:0050657,GO:0050658,GO:0050684,GO:0050685,GO:0050776,GO:0050778,GO:0050789,GO:0050794,GO:0050896,GO:0051028,GO:0051168,GO:0051169,GO:0051170,GO:0051171,GO:0051173,GO:0051179,GO:0051234,GO:0051236,GO:0051252,GO:0051254,GO:0051276,GO:0051292,GO:0051640,GO:0051641,GO:0051649,GO:0051704,GO:0051716,GO:0055085,GO:0060255,GO:0065003,GO:0065007,GO:0070013,GO:0070727,GO:0071166,GO:0071426,GO:0071427,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0072594,GO:0080090,GO:0080134,GO:0090304,GO:0097159,GO:0140110,GO:1901360,GO:1901363,GO:1901576,GO:1902680,GO:1903311,GO:1903313,GO:1903506,GO:1903508,GO:1990841,GO:1990904,GO:2001141	ko:K14297	ko03013,ko05164,map03013,map05164	M00427	Nucleoporin2,Nup96
NODE_8057_length_358_cov_0.693950_1	L	transposition, RNA-mediated						Retrotrans_gag
NODE_8125_length_356_cov_1.046595_1	S	BEST Arabidopsis thaliana protein match is			ko:K18195			Exo_endo_phos,RVT_1,zf-RVT
NODE_8140_length_356_cov_0.784946_1	T	belongs to the protein kinase superfamily		GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005575,GO:0005623,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019538,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0071704,GO:0071944,GO:0140096,GO:1901564	ko:K04733	ko04010,ko04064,ko04620,ko04621,ko04624,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05164,map04010,map04064,map04620,map04621,map04624,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05164	M00686	Pkinase
NODE_8169_length_356_cov_0.512545_1	S	ribonuclease H protein At1g65750-like						RVT_1,RVT_3,zf-RVT
NODE_8219_length_355_cov_0.636691_1	L	transposition, RNA-mediated						Asp_protease_2
NODE_8229_length_354_cov_11.664260_1	L	strictosidine synthase activity						Retrotrans_gag,rve
NODE_8282_length_354_cov_0.512635_1	E	Ribonuclease H protein			ko:K04718	ko00600,ko01100,ko04020,ko04071,ko04072,ko04370,ko04371,ko04666,ko05152,map00600,map01100,map04020,map04071,map04072,map04370,map04371,map04666,map05152	M00100	DUF4283,RVT_1,zf-CCHC_4,zf-RVT
NODE_8324_length_353_cov_0.724638_1	T	ATPase activity, coupled to transmembrane movement of substances			ko:K01051	ko00040,ko01100,map00040,map01100	M00081	DUF4283,Exo_endo_phos,RVT_1,zf-RVT
NODE_8348_length_353_cov_0.500000_1	KLT	protein serine/threonine kinase activity		GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004675,GO:0004888,GO:0005575,GO:0005623,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0007154,GO:0007165,GO:0007166,GO:0007167,GO:0007178,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019199,GO:0019538,GO:0023052,GO:0036211,GO:0038023,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0060089,GO:0065007,GO:0071704,GO:0071944,GO:0140096,GO:1901564	ko:K04733	ko04010,ko04064,ko04620,ko04621,ko04624,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05164,map04010,map04064,map04620,map04621,map04624,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05164	M00686	Pkinase,Pkinase_Tyr
NODE_8354_length_352_cov_1.414545_1	Z	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family		GO:0003674,GO:0003774,GO:0003777,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005856,GO:0005871,GO:0005875,GO:0006810,GO:0006928,GO:0007017,GO:0007018,GO:0008017,GO:0008092,GO:0008150,GO:0008574,GO:0009524,GO:0009987,GO:0010970,GO:0015630,GO:0015631,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0030705,GO:0032991,GO:0042623,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044422,GO:0044424,GO:0044430,GO:0044444,GO:0044446,GO:0044464,GO:0046907,GO:0047496,GO:0051179,GO:0051234,GO:0051640,GO:0051641,GO:0051648,GO:0051649,GO:0051650,GO:0051656,GO:0072384,GO:0099111,GO:0099518,GO:1990939	ko:K10398			Kinesin
NODE_8382_length_352_cov_0.741818_1	S	transposon protein						DUF4216,DUF4218,Transpos_assoc,Transposase_21
NODE_8392_length_352_cov_0.556364_1	K	mTERF						mTERF
NODE_8442_length_351_cov_0.675182_1	S	Reverse transcriptase-like						RVT_3,zf-RVT
NODE_8455_length_351_cov_0.562044_1	T	Inactive rhomboid protein		GO:0000139,GO:0002791,GO:0002792,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0005794,GO:0006928,GO:0008150,GO:0008283,GO:0009894,GO:0009966,GO:0009987,GO:0010646,GO:0012505,GO:0016020,GO:0016477,GO:0019222,GO:0023051,GO:0030162,GO:0031090,GO:0031323,GO:0031329,GO:0031984,GO:0032268,GO:0032879,GO:0032880,GO:0040011,GO:0042058,GO:0042175,GO:0042176,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0048519,GO:0048523,GO:0048583,GO:0048870,GO:0050708,GO:0050709,GO:0050789,GO:0050794,GO:0051046,GO:0051048,GO:0051049,GO:0051051,GO:0051171,GO:0051179,GO:0051223,GO:0051224,GO:0051246,GO:0051674,GO:0060255,GO:0061136,GO:0065007,GO:0070201,GO:0080090,GO:0090087,GO:0098588,GO:0098791,GO:0098827,GO:1901184,GO:1903050,GO:1903362,GO:1903530,GO:1903531,GO:1904950				Rhomboid
NODE_8493_length_350_cov_0.714286_1	S	ribonuclease H protein At1g65750-like						RVT_3
NODE_8499_length_350_cov_0.684982_1	S	BEST Arabidopsis thaliana protein match is			ko:K14487,ko:K18195	ko04075,map04075		DUF4283,RVT_1,zf-CCHC_4,zf-RVT
NODE_8507_length_350_cov_0.619048_1	S	Reverse transcriptase (RNA-dependent DNA polymerase)						DUF4283,RVT_1,RVT_3,zf-RVT
NODE_8544_length_349_cov_0.805147_1	S	isoform X1						
NODE_8636_length_347_cov_1.081481_1	L	gag-polypeptide of LTR copia-type						Retrotran_gag_2
NODE_8658_length_347_cov_0.777778_1	S	WAT1-related protein		GO:0003674,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0005887,GO:0005938,GO:0006810,GO:0007154,GO:0007165,GO:0008150,GO:0009719,GO:0009725,GO:0009733,GO:0009734,GO:0009755,GO:0009987,GO:0010033,GO:0016020,GO:0016021,GO:0022857,GO:0023052,GO:0031224,GO:0031226,GO:0032870,GO:0042221,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055085,GO:0065007,GO:0070887,GO:0071310,GO:0071365,GO:0071495,GO:0071944,GO:0099568				EamA
NODE_8777_length_345_cov_0.626866_1	S	MuDR family transposase						DBD_Tnp_Mut,MULE,SWIM
NODE_8797_length_344_cov_0.853933_1	L	cysteine-rich RLK (RECEPTOR-like protein kinase) 8						RVT_2,Retrotran_gag_3,Retrotrans_gag
NODE_8808_length_344_cov_0.790262_1	T	Disease resistance protein		GO:0005575,GO:0005623,GO:0005886,GO:0006950,GO:0006952,GO:0007154,GO:0007165,GO:0008150,GO:0009987,GO:0016020,GO:0023052,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0071944				LRR_8,NB-ARC
NODE_8857_length_343_cov_0.857143_1	L	ribonuclease H protein						RVT_1,RVT_3,zf-RVT
NODE_8874_length_343_cov_0.766917_1	S	Reverse transcriptase-like						RVT_3,zf-RVT
NODE_8896_length_343_cov_0.530075_1	S	Domain of unknown function (DUF4283)						DUF4283
NODE_8897_length_343_cov_0.526316_1	E	Ribonuclease H protein			ko:K12598	ko03018,map03018	M00393	RVT_1
NODE_8913_length_342_cov_0.962264_1	S	Zein-binding		GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008092,GO:0012505,GO:0016020,GO:0016021,GO:0017022,GO:0030133,GO:0031224,GO:0031410,GO:0031982,GO:0043226,GO:0043227,GO:0043229,GO:0044424,GO:0044425,GO:0044444,GO:0044464,GO:0097708				Zein-binding
NODE_8969_length_341_cov_1.106061_1	S	Protein of unknown function (DUF295)						DUF295,F-box
NODE_8979_length_341_cov_0.973485_1	S	F-Box protein						DUF295,F-box,F-box-like
NODE_9018_length_340_cov_1.110266_1	L	Uncharacterized protein K02A2.6-like		GO:0000943,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0003887,GO:0003964,GO:0004518,GO:0004540,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006259,GO:0006278,GO:0006508,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0018130,GO:0019438,GO:0019538,GO:0032196,GO:0032197,GO:0034061,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071897,GO:0090304,GO:0090305,GO:0090501,GO:0097159,GO:0140096,GO:0140097,GO:0140098,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901576				RVT_1,RVT_3,rve
NODE_9071_length_339_cov_1.145038_1	E	Uncharacterized protein K02A2.6-like		GO:0000943,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0003887,GO:0003964,GO:0004518,GO:0004540,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006259,GO:0006278,GO:0006508,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0018130,GO:0019438,GO:0019538,GO:0032196,GO:0032197,GO:0034061,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071897,GO:0090304,GO:0090305,GO:0090501,GO:0097159,GO:0140096,GO:0140097,GO:0140098,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901576				RVT_1,RVT_3,Retrotrans_gag,rve
NODE_9085_length_339_cov_1.007634_1	S	Reverse transcriptase (RNA-dependent DNA polymerase)						DUF4283,RVT_1,RVT_3,zf-RVT
NODE_9110_length_339_cov_0.759542_1	O	Endoplasmic reticulum metallopeptidase						Peptidase_M28
NODE_9124_length_339_cov_0.629771_2	G	Histidine phosphatase superfamily (branch 1)						His_Phos_1
NODE_9202_length_338_cov_0.432950_1	D	Belongs to the helicase family			ko:K15255			Helitron_like_N,Herpes_Helicase,PIF1
NODE_9250_length_337_cov_0.650000_1	L	G-quadruplex DNA unwinding			ko:K07466,ko:K15255	ko03030,ko03420,ko03430,ko03440,ko03460,map03030,map03420,map03430,map03440,map03460	M00288	Helitron_like_N,Herpes_Helicase,PIF1,UvrD_C_2
NODE_9267_length_337_cov_0.519231_1	A	ATP-dependent RNA helicase		GO:0000976,GO:0000977,GO:0000978,GO:0000987,GO:0001012,GO:0001047,GO:0001067,GO:0001503,GO:0001817,GO:0001819,GO:0002151,GO:0002791,GO:0002793,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003697,GO:0003723,GO:0003724,GO:0003725,GO:0003824,GO:0004004,GO:0004386,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0006139,GO:0006355,GO:0006357,GO:0006396,GO:0006725,GO:0006807,GO:0008026,GO:0008094,GO:0008150,GO:0008152,GO:0008186,GO:0009605,GO:0009607,GO:0009615,GO:0009889,GO:0009891,GO:0009892,GO:0009893,GO:0009894,GO:0009895,GO:0009987,GO:0010033,GO:0010467,GO:0010468,GO:0010501,GO:0010556,GO:0010557,GO:0010604,GO:0010605,GO:0010608,GO:0010628,GO:0010638,GO:0014070,GO:0016070,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019219,GO:0019222,GO:0019899,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031328,GO:0031329,GO:0031330,GO:0032204,GO:0032206,GO:0032479,GO:0032481,GO:0032501,GO:0032647,GO:0032727,GO:0032879,GO:0032880,GO:0033043,GO:0033044,GO:0034641,GO:0042221,GO:0042623,GO:0042826,GO:0043170,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043330,GO:0043331,GO:0043487,GO:0043489,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0045893,GO:0045934,GO:0045935,GO:0045944,GO:0046483,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050707,GO:0050708,GO:0050714,GO:0050715,GO:0050789,GO:0050794,GO:0050896,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051052,GO:0051054,GO:0051128,GO:0051130,GO:0051171,GO:0051172,GO:0051173,GO:0051222,GO:0051223,GO:0051239,GO:0051240,GO:0051252,GO:0051253,GO:0051254,GO:0051704,GO:0051707,GO:0051880,GO:0060255,GO:0065007,GO:0065008,GO:0070034,GO:0070035,GO:0070201,GO:0071704,GO:0080090,GO:0090087,GO:0090304,GO:0090669,GO:0097159,GO:0140098,GO:1901360,GO:1901363,GO:1901698,GO:1902369,GO:1902680,GO:1902739,GO:1902741,GO:1903506,GO:1903508,GO:1903530,GO:1903532,GO:1904951,GO:1990837,GO:2000112,GO:2001141,GO:2001252	ko:K14442	ko03018,map03018		DEAD,HA2,Helicase_C,OB_NTP_bind,dsrm
NODE_9289_length_337_cov_0.938224_1	KLT	protein kinase activity						Asp_protease_2,RVT_1,Retrotrans_gag,rve
NODE_9323_length_335_cov_1.131783_1	G	transposition, RNA-mediated						RVT_2,gag_pre-integrs,rve
NODE_9345_length_335_cov_0.910853_1	L	Zinc finger BED domain-containing protein			ko:K01179	ko00500,ko01100,map00500,map01100		DUF4413,Dimer_Tnp_hAT,zf-BED
NODE_9373_length_335_cov_0.620155_1	S	Kinase interacting (KIP1-like) family protein		GO:0003674,GO:0003779,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005886,GO:0005911,GO:0008092,GO:0009506,GO:0016020,GO:0030054,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0044877,GO:0051015,GO:0055044,GO:0071944	ko:K20478			KIP1
NODE_9374_length_335_cov_0.604651_1	S	Reverse transcriptase-like						RVT_3,zf-RVT
NODE_9377_length_335_cov_0.596899_1	L	nuclease activity						
NODE_9391_length_334_cov_1.194553_1	S	Protein FAR1-RELATED SEQUENCE 5-like						FAR1,MULE,SWIM
NODE_9511_length_333_cov_0.632812_1	L	ribonuclease H protein						DUF4283,RVT_1,RVT_3,zf-CCHC_4,zf-RVT
NODE_9564_length_332_cov_0.847059_1	L	Uncharacterized protein K02A2.6-like						RVT_1,RVT_3,rve
NODE_9596_length_332_cov_0.431373_1	U	TB2/DP1, HVA22 family						RVT_3,TB2_DP1_HVA22,zf-met
NODE_9650_length_331_cov_0.673228_1	E	Ribonuclease H protein						RVT_3,zf-CCCH
NODE_9666_length_330_cov_1.430830_1	O	Protein SDE2 homolog						Telomere_Sde2,Telomere_Sde2_2
NODE_9768_length_329_cov_0.694444_1	L	Zinc finger BED domain-containing protein						DUF4413,Dimer_Tnp_hAT,zf-BED
NODE_9781_length_329_cov_0.579365_1	S	BEST Arabidopsis thaliana protein match is			ko:K14487,ko:K18195	ko04075,map04075		DUF4283,RVT_1,zf-CCHC_4,zf-RVT
NODE_9943_length_326_cov_0.895582_1	L	ribonuclease H protein						RVT_1,RVT_3,zf-RVT
NODE_9966_length_326_cov_0.827309_1	S	F-Box protein						F-box,F-box-like,FBA_1,FBA_3
NODE_9989_length_326_cov_0.618474_1	S	VIN3-like protein 1		GO:0001666,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005677,GO:0006950,GO:0008150,GO:0009266,GO:0009409,GO:0009628,GO:0009892,GO:0009893,GO:0009987,GO:0010048,GO:0010468,GO:0010604,GO:0010605,GO:0010629,GO:0010638,GO:0016604,GO:0016607,GO:0017053,GO:0019222,GO:0031056,GO:0031058,GO:0031060,GO:0031062,GO:0031323,GO:0031325,GO:0031399,GO:0031401,GO:0031974,GO:0031981,GO:0032268,GO:0032270,GO:0032991,GO:0033043,GO:0033044,GO:0033554,GO:0036293,GO:0040029,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0045814,GO:0048518,GO:0048519,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051130,GO:0051171,GO:0051173,GO:0051246,GO:0051247,GO:0051569,GO:0051571,GO:0051716,GO:0060255,GO:0061085,GO:0061087,GO:0065007,GO:0070013,GO:0070417,GO:0070482,GO:0080090,GO:0090568,GO:1902275,GO:1905269,GO:2001252				PHD_Oberon,fn3
NODE_10041_length_325_cov_0.741935_1	L	transposition, RNA-mediated						RVT_1,RVT_3,Retrotrans_gag,rve
NODE_10079_length_324_cov_1.028340_1	S	Domain of unknown function (DUF4283)						DUF4283,RVT_1,zf-CCHC_4
NODE_10204_length_322_cov_1.179592_1	L	gag-polypeptide of LTR copia-type						Retrotran_gag_2,Retrotran_gag_3,zf-CCHC_6
NODE_10252_length_321_cov_1.762295_1	L	hAT family C-terminal dimerisation region						DUF4413,Dimer_Tnp_hAT
NODE_10355_length_320_cov_0.851852_1	S	Pentatricopeptide repeat-containing protein		GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004518,GO:0004519,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:0097159,GO:1901360,GO:1901363				PPR,PPR_1,PPR_2,PPR_3
NODE_10457_length_319_cov_0.537190_1	T	Belongs to the protein kinase superfamily. Ser Thr protein kinase family		GO:0000003,GO:0000278,GO:0000281,GO:0000910,GO:0003006,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0007049,GO:0007275,GO:0008150,GO:0008152,GO:0008356,GO:0009505,GO:0009507,GO:0009532,GO:0009536,GO:0009570,GO:0009790,GO:0009791,GO:0009793,GO:0009987,GO:0010069,GO:0010070,GO:0010154,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019538,GO:0022402,GO:0022414,GO:0030312,GO:0032501,GO:0032502,GO:0036211,GO:0042995,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0046777,GO:0048316,GO:0048608,GO:0048731,GO:0048856,GO:0051301,GO:0061458,GO:0061640,GO:0071704,GO:0071944,GO:0090406,GO:0120025,GO:0140096,GO:1901564,GO:1903047				LRRNT_2,LRR_1,LRR_8,Pkinase,Pkinase_Tyr
