#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
NODE_6392_length_394_cov_0.634069_1	3750.XP_008357937.1	1.08E-25	107	"KOG1075@1|root,KOG1075@2759|Eukaryota,37TIF@33090|Viridiplantae,3G9IZ@35493|Streptophyta"	35493|Streptophyta	L	ribonuclease H protein	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_1,RVT_3,zf-RVT"
NODE_6399_length_393_cov_1.155063_1	4641.GSMUA_Achr9P09510_001	1.58E-50	174	"COG1779@1|root,KOG2703@2759|Eukaryota,37HSI@33090|Viridiplantae,3GB7M@35493|Streptophyta,3KWWD@4447|Liliopsida"	35493|Streptophyta	S	Zinc finger protein ZPR1	-	"GO:0000086,GO:0000278,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006950,GO:0007049,GO:0007154,GO:0008150,GO:0009267,GO:0009605,GO:0009743,GO:0009746,GO:0009749,GO:0009987,GO:0009991,GO:0010033,GO:0022402,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0034284,GO:0042221,GO:0042594,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0044770,GO:0044772,GO:0044839,GO:0050896,GO:0051716,GO:0061770,GO:0071496,GO:1901700,GO:1903047"	-	ko:K06874	-	-	-	-	ko00000	-	-	-	zf-ZPR1
NODE_6407_length_393_cov_0.924051_1	218851.Aquca_009_00283.1	1.60E-40	150	"COG4631@1|root,KOG0430@2759|Eukaryota,37QVE@33090|Viridiplantae,3GDI2@35493|Streptophyta"	35493|Streptophyta	F	xanthine dehydrogenase	XDH1	"GO:0000166,GO:0000302,GO:0001101,GO:0003674,GO:0003824,GO:0004854,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006144,GO:0006145,GO:0006725,GO:0006801,GO:0006807,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009056,GO:0009112,GO:0009115,GO:0009414,GO:0009415,GO:0009628,GO:0009987,GO:0010035,GO:0016491,GO:0016725,GO:0016726,GO:0016903,GO:0019439,GO:0034641,GO:0036094,GO:0042221,GO:0042554,GO:0043167,GO:0043168,GO:0043546,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046110,GO:0046113,GO:0046483,GO:0046700,GO:0048037,GO:0050660,GO:0050662,GO:0050896,GO:0051536,GO:0051537,GO:0051540,GO:0055086,GO:0055114,GO:0071704,GO:0072521,GO:0072523,GO:0072593,GO:0097159,GO:1901265,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901700"	"1.17.1.4,1.17.3.2"	ko:K00106	"ko00230,ko00232,ko00983,ko01100,ko01110,ko01120,ko04146,map00230,map00232,map00983,map01100,map01110,map01120,map04146"	M00546	"R01768,R01769,R02103,R02107,R07942,R07977,R07978,R07979,R08235"	"RC00143,RC02017,RC02199"	"ko00000,ko00001,ko00002,ko01000,ko04147"	-	-	-	"Ald_Xan_dh_C,Ald_Xan_dh_C2,CO_deh_flav_C,FAD_binding_5,Fer2,Fer2_2"
NODE_6409_length_393_cov_0.924051_1	4096.XP_009783581.1	4.85E-16	76.6	"KOG1075@1|root,KOG1075@2759|Eukaryota,380UM@33090|Viridiplantae,3GQJR@35493|Streptophyta,44TTY@71274|asterids"	35493|Streptophyta	S	Orf147a protein	-	-	-	-	-	-	-	-	-	-	-	-	zf-RVT
NODE_6440_length_393_cov_0.632911_1	3694.POPTR_0007s15440.1	6.50E-16	80.5	"KOG1075@1|root,KOG1075@2759|Eukaryota,37TIF@33090|Viridiplantae,3G9IZ@35493|Streptophyta,4JJZN@91835|fabids"	35493|Streptophyta	S	Reverse transcriptase (RNA-dependent DNA polymerase)	-	-	-	-	-	-	-	-	-	-	-	-	"DUF4283,RVT_1,RVT_3,zf-RVT"
NODE_6449_length_393_cov_0.537975_1	4113.PGSC0003DMT400089231	5.82E-20	88.2	"KOG1075@1|root,KOG1075@2759|Eukaryota"	4113.PGSC0003DMT400089231|-	E	Ribonuclease H protein	-	-	-	-	-	-	-	-	-	-	-	-	-
NODE_6457_length_392_cov_1.079365_2	42345.XP_008810186.1	2.91E-46	167	"COG2801@1|root,KOG0583@1|root,KOG0017@2759|Eukaryota,KOG0583@2759|Eukaryota,37KE8@33090|Viridiplantae,3G9HX@35493|Streptophyta,3KUEC@4447|Liliopsida"	35493|Streptophyta	T	Non-specific serine threonine protein kinase	-	"GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019538,GO:0023052,GO:0035556,GO:0036211,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0071704,GO:0140096,GO:1901564"	2.7.11.11	ko:K07198	"ko04068,ko04140,ko04150,ko04151,ko04152,ko04211,ko04213,ko04371,ko04530,ko04710,ko04714,ko04910,ko04920,ko04921,ko04922,ko04931,ko04932,ko05410,ko05418,map04068,map04140,map04150,map04151,map04152,map04211,map04213,map04371,map04530,map04710,map04714,map04910,map04920,map04921,map04922,map04931,map04932,map05410,map05418"	-	-	-	"ko00000,ko00001,ko01000,ko01001,ko03029,ko04131"	-	-	-	"KA1,Pkinase,UBA"
NODE_6458_length_391_cov_1.060317_1	3649.evm.model.supercontig_13.121	3.84E-09	60.5	"COG1409@1|root,KOG1075@1|root,KOG1075@2759|Eukaryota,KOG1378@2759|Eukaryota,37I36@33090|Viridiplantae,3GC1E@35493|Streptophyta,3HP7U@3699|Brassicales"	35493|Streptophyta	G	Purple acid phosphatase	-	-	-	ko:K22390	-	-	-	-	ko00000	-	-	-	"Metallophos,Metallophos_C,Pur_ac_phosph_N"
NODE_6471_length_392_cov_0.698413_1	218851.Aquca_086_00027.1	1.09E-33	130	"2EW0C@1|root,2SXWT@2759|Eukaryota"	2759|Eukaryota	S	MuDR family transposase	-	-	-	-	-	-	-	-	-	-	-	-	"DBD_Tnp_Mut,MULE,SWIM"
NODE_6497_length_391_cov_0.929936_1	218851.Aquca_041_00055.1	1.63E-34	132	"KOG1990@1|root,KOG1990@2759|Eukaryota,37MS4@33090|Viridiplantae,3G82U@35493|Streptophyta"	35493|Streptophyta	L	Chloroplastic group IIA intron splicing facilitator CRS1	-	"GO:0000373,GO:0000375,GO:0000377,GO:0006139,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008380,GO:0009987,GO:0010467,GO:0016070,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0090304,GO:1901360"	-	-	-	-	-	-	-	-	-	-	CRS1_YhbY
NODE_6507_length_391_cov_0.697452_1	218851.Aquca_003_00876.1	1.78E-15	78.2	"KOG1339@1|root,KOG1339@2759|Eukaryota"	2759|Eukaryota	M	aspartic-type endopeptidase activity	pepA	"GO:0003674,GO:0003824,GO:0004175,GO:0004190,GO:0005575,GO:0005576,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0009056,GO:0009057,GO:0016787,GO:0019538,GO:0030163,GO:0043170,GO:0044238,GO:0070001,GO:0070011,GO:0071704,GO:0140096,GO:1901564,GO:1901565,GO:1901575"	3.4.23.18	ko:K06004	-	-	-	-	"ko00000,ko01000,ko01002"	-	-	-	"Asp,TAXi_C,TAXi_N"
NODE_6538_length_390_cov_0.766773_1	90675.XP_010507487.1	3.00E-16	80.9	"KOG1075@1|root,KOG1075@2759|Eukaryota"	2759|Eukaryota	E	Ribonuclease H protein	-	-	-	-	-	-	-	-	-	-	-	-	"DUF4283,Exo_endo_phos,zf-CCHC_4"
NODE_6584_length_389_cov_0.814103_1	225117.XP_009372690.1	1.69E-44	159	"28PWY@1|root,2QWJJ@2759|Eukaryota,37NQA@33090|Viridiplantae,3G8IQ@35493|Streptophyta,4JGEH@91835|fabids"	35493|Streptophyta	S	source UniProtKB	-	-	-	-	-	-	-	-	-	-	-	-	"DUF4216,DUF4218,Transpos_assoc,Transposase_21"
NODE_6586_length_389_cov_0.801282_1	218851.Aquca_017_00541.1	1.24E-68	218	"COG1537@1|root,KOG2869@2759|Eukaryota,37QWC@33090|Viridiplantae,3G8VM@35493|Streptophyta"	35493|Streptophyta	J	"May function in recognizing stalled ribosomes and triggering endonucleolytic cleavage of the mRNA, a mechanism to release non-functional ribosomes and degrade damaged mRNAs"	-	"GO:0000956,GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006401,GO:0006402,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010605,GO:0010629,GO:0016043,GO:0016070,GO:0016071,GO:0016072,GO:0016075,GO:0019222,GO:0019439,GO:0019538,GO:0022411,GO:0032790,GO:0032984,GO:0032988,GO:0034641,GO:0034645,GO:0034655,GO:0034660,GO:0034661,GO:0043021,GO:0043022,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0043933,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044267,GO:0044270,GO:0044271,GO:0044424,GO:0044464,GO:0044877,GO:0046483,GO:0046700,GO:0048519,GO:0050789,GO:0060255,GO:0065007,GO:0070651,GO:0070966,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:1901360,GO:1901361,GO:1901564,GO:1901566,GO:1901575,GO:1901576,GO:1903008"	-	ko:K06965	"ko03015,map03015"	-	-	-	"ko00000,ko00001"	-	-	-	"eRF1_1,eRF1_2,eRF1_3"
NODE_6590_length_389_cov_0.701923_1	29760.VIT_18s0001g00890.t01	8.32E-18	85.5	"KOG4197@1|root,KOG4197@2759|Eukaryota,37Q0Z@33090|Viridiplantae,3G7MD@35493|Streptophyta"	35493|Streptophyta	S	Pentatricopeptide repeat-containing protein	-	"GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004518,GO:0004519,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:0097159,GO:1901360,GO:1901363"	-	-	-	-	-	-	-	-	-	-	"PPR,PPR_2,PPR_3"
NODE_6595_length_389_cov_0.685897_1	218851.Aquca_022_00288.1	8.54E-66	217	"COG0515@1|root,KOG1187@2759|Eukaryota,37MEY@33090|Viridiplantae,3G7FA@35493|Streptophyta"	35493|Streptophyta	T	receptor-like protein kinase	-	-	-	-	-	-	-	-	-	-	-	-	"GUB_WAK_bind,Pkinase,WAK_assoc"
NODE_6621_length_388_cov_0.861736_1	102107.XP_008222691.1	2.23E-35	135	"28PQ2@1|root,2QWCA@2759|Eukaryota,37NA7@33090|Viridiplantae,3GAAP@35493|Streptophyta"	35493|Streptophyta	S	Zinc finger MYM-type protein	-	-	-	-	-	-	-	-	-	-	-	-	"DUF4371,Dimer_Tnp_hAT"
NODE_6630_length_388_cov_0.742765_1	50452.A0A087HB19	1.72E-29	119	"COG2801@1|root,KOG0017@2759|Eukaryota,37RKH@33090|Viridiplantae,3GGZK@35493|Streptophyta,3HZ1D@3699|Brassicales"	35493|Streptophyta	L	"transposition, RNA-mediated"	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_1,RVT_3,Retrotrans_gag,rve"
NODE_6635_length_388_cov_0.694534_1	28532.XP_010527341.1	1.75E-22	98.6	"KOG1075@1|root,KOG1075@2759|Eukaryota,387FR@33090|Viridiplantae,3GV0J@35493|Streptophyta,3HWDJ@3699|Brassicales"	2759|Eukaryota	S	BEST Arabidopsis thaliana protein match is	-	-	4.2.2.23	"ko:K14487,ko:K18195"	"ko04075,map04075"	-	-	-	"ko00000,ko00001,ko01000"	-	PL4	-	"DUF4283,RVT_1,zf-CCHC_4,zf-RVT"
NODE_6674_length_387_cov_0.683871_1	102107.XP_008236926.1	9.03E-61	201	"COG0207@1|root,COG0262@1|root,KOG0673@2759|Eukaryota,KOG1324@2759|Eukaryota,37IFR@33090|Viridiplantae,3GAR2@35493|Streptophyta,4JIQB@91835|fabids"	35493|Streptophyta	H	Bifunctional enzyme. Involved in de novo dTMP biosynthesis. Key enzyme in folate metabolism	-	"GO:0003674,GO:0003824,GO:0004146,GO:0004799,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006575,GO:0006725,GO:0006732,GO:0006760,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0009058,GO:0009108,GO:0009256,GO:0009257,GO:0009396,GO:0009987,GO:0016053,GO:0016491,GO:0016645,GO:0016646,GO:0016740,GO:0016741,GO:0018130,GO:0019438,GO:0019752,GO:0032259,GO:0034641,GO:0042083,GO:0042398,GO:0042558,GO:0042559,GO:0043436,GO:0043603,GO:0043604,GO:0043648,GO:0043650,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0046653,GO:0046654,GO:0051186,GO:0051188,GO:0055114,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576"	"1.5.1.3,2.1.1.45"	ko:K13998	"ko00240,ko00670,ko00790,ko01100,map00240,map00670,map00790,map01100"	"M00053,M00126,M00841"	"R00936,R00937,R00939,R00940,R02101,R02235,R02236"	"RC00109,RC00110,RC00158,RC00219,RC00332"	"ko00000,ko00001,ko00002,ko01000"	-	-	-	"DHFR_1,Thymidylat_synt"
NODE_6682_length_387_cov_0.600000_1	218851.Aquca_002_00880.1	9.30E-37	138	"KOG0116@1|root,KOG0116@2759|Eukaryota,37I0X@33090|Viridiplantae,3GB9I@35493|Streptophyta"	35493|Streptophyta	A	Ras GTPase-activating protein-binding protein	-	-	-	-	-	-	-	-	-	-	-	-	"NTF2,RRM_1"
NODE_6688_length_387_cov_0.438710_1	42345.XP_008777697.1	1.73E-26	108	"COG2801@1|root,KOG0017@2759|Eukaryota,37R6P@33090|Viridiplantae,3G8BW@35493|Streptophyta,3KU9C@4447|Liliopsida"	35493|Streptophyta	L	Uncharacterized protein K02A2.6-like	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_1,RVT_3,Retrotrans_gag,rve"
NODE_6705_length_386_cov_0.792880_1	218851.Aquca_111_00017.1	1.03E-22	99	"28KA9@1|root,2QSR0@2759|Eukaryota,37IP3@33090|Viridiplantae,3G828@35493|Streptophyta"	35493|Streptophyta	-	-	-	"GO:0000123,GO:0000228,GO:0000785,GO:0000790,GO:0000812,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0006325,GO:0006464,GO:0006473,GO:0006475,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009987,GO:0016043,GO:0016569,GO:0016570,GO:0016573,GO:0016604,GO:0016607,GO:0018193,GO:0018205,GO:0018393,GO:0018394,GO:0019538,GO:0031248,GO:0031974,GO:0031981,GO:0032991,GO:0035267,GO:0036211,GO:0043170,GO:0043189,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0043543,GO:0043967,GO:0043968,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044451,GO:0044454,GO:0044464,GO:0051276,GO:0070013,GO:0070603,GO:0071704,GO:0071840,GO:0097346,GO:1901564,GO:1902493,GO:1902494,GO:1902562,GO:1904949,GO:1990234"	-	-	-	-	-	-	-	-	-	-	"HSA,Myb_DNA-bind_6"
NODE_6706_length_386_cov_0.789644_1	50452.A0A087G2M9	7.37E-33	127	"COG2801@1|root,KOG0017@2759|Eukaryota,37RKH@33090|Viridiplantae,3GGZK@35493|Streptophyta,3HZ1D@3699|Brassicales"	35493|Streptophyta	L	"transposition, RNA-mediated"	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_1,RVT_3,Retrotrans_gag,rve"
NODE_6714_length_386_cov_0.695793_1	57918.XP_004308668.1	2.04E-48	172	"COG2801@1|root,KOG0017@2759|Eukaryota,38A7S@33090|Viridiplantae,3GY0W@35493|Streptophyta"	35493|Streptophyta	L	NB-ARC domain	-	-	-	-	-	-	-	-	-	-	-	-	"NB-ARC,RVT_2,TIR"
NODE_6731_length_385_cov_1.178571_1	218851.Aquca_005_00253.1	1.76E-80	253	"28HFA@1|root,2QSQF@2759|Eukaryota,37RQZ@33090|Viridiplantae,3GGSR@35493|Streptophyta"	35493|Streptophyta	S	OBERON-like protein	-	-	-	-	-	-	-	-	-	-	-	-	"Oberon_cc,PHD_Oberon"
NODE_6732_length_385_cov_0.974026_1	4155.Migut.L01352.1.p	1.92E-49	172	"COG3104@1|root,KOG1237@2759|Eukaryota,37R38@33090|Viridiplantae,3GDVH@35493|Streptophyta,44FEW@71274|asterids"	35493|Streptophyta	E	POT family	-	"GO:0000003,GO:0003006,GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0007154,GO:0007275,GO:0008150,GO:0008509,GO:0009605,GO:0009790,GO:0009791,GO:0009793,GO:0009987,GO:0009991,GO:0010098,GO:0010154,GO:0015075,GO:0015103,GO:0015112,GO:0015318,GO:0015698,GO:0015706,GO:0016020,GO:0022414,GO:0022857,GO:0031667,GO:0031668,GO:0031669,GO:0032501,GO:0032502,GO:0034220,GO:0043562,GO:0044464,GO:0048316,GO:0048608,GO:0048731,GO:0048856,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055085,GO:0061458,GO:0071496,GO:0071705,GO:0071944,GO:0080054,GO:0098656"	-	"ko:K14206,ko:K14638"	"ko04974,map04974"	-	-	-	"ko00000,ko00001,ko02000"	"2.A.17.3,2.A.17.4.1,2.A.17.4.2"	-	-	PTR2
NODE_6733_length_385_cov_0.948052_1	218851.Aquca_003_00402.1	6.25E-42	152	"KOG2287@1|root,KOG2287@2759|Eukaryota,37HNX@33090|Viridiplantae,3G8NE@35493|Streptophyta"	35493|Streptophyta	G	Beta-13-galactosyltransferase	-	"GO:0000003,GO:0003006,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0006029,GO:0006464,GO:0006486,GO:0006493,GO:0006807,GO:0007275,GO:0008150,GO:0008152,GO:0008378,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009653,GO:0009791,GO:0009888,GO:0009987,GO:0010015,GO:0010053,GO:0010054,GO:0010154,GO:0010191,GO:0010192,GO:0010214,GO:0010384,GO:0010404,GO:0010405,GO:0012505,GO:0016740,GO:0016757,GO:0016758,GO:0018193,GO:0018208,GO:0018258,GO:0019538,GO:0021700,GO:0022414,GO:0022622,GO:0030154,GO:0032501,GO:0032502,GO:0034645,GO:0036211,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043413,GO:0044036,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0048316,GO:0048354,GO:0048359,GO:0048364,GO:0048468,GO:0048469,GO:0048608,GO:0048731,GO:0048764,GO:0048765,GO:0048856,GO:0048869,GO:0061458,GO:0070085,GO:0071554,GO:0071695,GO:0071704,GO:0080147,GO:0090558,GO:0090627,GO:0099402,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576,GO:1905392,GO:1990714"	-	ko:K20843	-	-	-	-	"ko00000,ko01000,ko01003"	-	GT31	-	"Gal-bind_lectin,Galactosyl_T"
NODE_6806_length_383_cov_1.254902_1	161934.XP_010684225.1	4.65E-22	94.4	"2CN5X@1|root,2QU1T@2759|Eukaryota,37T40@33090|Viridiplantae"	161934.XP_010684225.1|-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NODE_6813_length_383_cov_0.924837_1	71139.XP_010065142.1	7.77E-20	90.5	"COG2801@1|root,KOG0017@2759|Eukaryota,37YXJ@33090|Viridiplantae,3GHMT@35493|Streptophyta"	35493|Streptophyta	L	Mitochondrial protein	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_2,Retrotran_gag_2,Retrotran_gag_3,gag_pre-integrs"
NODE_6823_length_383_cov_0.781046_1	161934.XP_010677364.1	8.18E-16	79.7	"28MK1@1|root,2QU3P@2759|Eukaryota,37KNF@33090|Viridiplantae,3GC95@35493|Streptophyta"	35493|Streptophyta	K	homeobox-leucine zipper protein	-	"GO:0000003,GO:0003006,GO:0003674,GO:0003700,GO:0006355,GO:0007275,GO:0008150,GO:0009791,GO:0009889,GO:0009908,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0022414,GO:0031323,GO:0031326,GO:0032501,GO:0032502,GO:0045595,GO:0045596,GO:0048367,GO:0048437,GO:0048497,GO:0048519,GO:0048523,GO:0048608,GO:0048731,GO:0048856,GO:0050789,GO:0050793,GO:0050794,GO:0051093,GO:0051171,GO:0051252,GO:0060255,GO:0061458,GO:0065007,GO:0080090,GO:0090567,GO:0090700,GO:0099402,GO:0140110,GO:1903506,GO:2000112,GO:2001141"	-	-	-	-	-	-	-	-	-	-	"Homeobox,START"
NODE_6844_length_383_cov_0.588235_1	3694.POPTR_0015s02630.1	4.89E-21	92	"KOG1075@1|root,KOG1075@2759|Eukaryota,380UM@33090|Viridiplantae,3GQH3@35493|Streptophyta,4JUXS@91835|fabids"	35493|Streptophyta	S	zinc-binding in reverse transcriptase	-	-	-	-	-	-	-	-	-	-	-	-	zf-RVT
NODE_6858_length_382_cov_0.957377_1	218851.Aquca_001_00378.1	2.48E-49	168	"KOG1546@1|root,KOG1546@2759|Eukaryota,37IPZ@33090|Viridiplantae,3GB20@35493|Streptophyta"	35493|Streptophyta	DO	Metacaspase	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_C14
NODE_6866_length_382_cov_0.908197_1	161934.XP_010672814.1	1.11E-37	142	"COG2801@1|root,KOG0017@2759|Eukaryota,37R6P@33090|Viridiplantae,3G8BW@35493|Streptophyta"	35493|Streptophyta	E	Uncharacterized protein K02A2.6-like	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_1,RVT_3,Retrotrans_gag,rve"
NODE_6891_length_382_cov_0.609836_1	225117.XP_009375083.1	5.97E-15	77	"KOG1075@1|root,KOG1075@2759|Eukaryota,37TIF@33090|Viridiplantae,3G9IZ@35493|Streptophyta"	35493|Streptophyta	L	ribonuclease H protein	-	-	-	-	-	-	-	-	-	-	-	-	"DUF4283,RVT_1,RVT_3,zf-CCHC_4,zf-RVT"
NODE_6914_length_381_cov_0.776316_1	218851.Aquca_042_00092.1	5.67E-33	122	"2E2DU@1|root,2S9MP@2759|Eukaryota,380R5@33090|Viridiplantae,3GKJ7@35493|Streptophyta"	35493|Streptophyta	S	Egg cell-secreted protein 1.1-like	-	-	-	-	-	-	-	-	-	-	-	-	Prolamin_like
NODE_6915_length_381_cov_0.743421_1	218851.Aquca_058_00068.1	1.39E-42	156	"COG0515@1|root,2QUN0@2759|Eukaryota,37KEA@33090|Viridiplantae,3GA5A@35493|Streptophyta"	35493|Streptophyta	T	Serine threonine-protein kinase-like protein	CR4	"GO:0000003,GO:0003006,GO:0003674,GO:0003824,GO:0004672,GO:0004888,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005770,GO:0005771,GO:0005886,GO:0005911,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0007154,GO:0007165,GO:0007275,GO:0008150,GO:0008152,GO:0009506,GO:0009653,GO:0009786,GO:0009790,GO:0009791,GO:0009793,GO:0009908,GO:0009986,GO:0009987,GO:0010008,GO:0010015,GO:0010016,GO:0010101,GO:0010102,GO:0010154,GO:0010311,GO:0012505,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019199,GO:0019538,GO:0022414,GO:0022622,GO:0023052,GO:0030054,GO:0030139,GO:0030154,GO:0031090,GO:0031410,GO:0031902,GO:0031982,GO:0032501,GO:0032502,GO:0032585,GO:0036211,GO:0038023,GO:0042802,GO:0042803,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044433,GO:0044440,GO:0044444,GO:0044446,GO:0044464,GO:0046777,GO:0046983,GO:0048316,GO:0048364,GO:0048367,GO:0048439,GO:0048527,GO:0048528,GO:0048608,GO:0048646,GO:0048731,GO:0048829,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0050896,GO:0051302,GO:0051716,GO:0055044,GO:0060089,GO:0061458,GO:0065007,GO:0071704,GO:0071944,GO:0090567,GO:0090627,GO:0090696,GO:0090697,GO:0090698,GO:0097708,GO:0098588,GO:0098805,GO:0099402,GO:0140096,GO:1901564,GO:1905392,GO:1905393"	2.7.11.1	ko:K04730	"ko04010,ko04064,ko04620,ko04624,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05169,map04010,map04064,map04620,map04624,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05169"	M00686	-	-	"ko00000,ko00001,ko00002,ko01000,ko01001"	-	-	-	"Pkinase,Pkinase_Tyr,RCC1_2,TNFR_c6"
NODE_6927_length_381_cov_0.592105_1	225117.XP_009370377.1	6.27E-08	57.4	"2EBD2@1|root,2SHGI@2759|Eukaryota,37Y64@33090|Viridiplantae,3GN8D@35493|Streptophyta,4JT2R@91835|fabids"	35493|Streptophyta	S	Plant mobile domain	-	-	-	-	-	-	-	-	-	-	-	-	PMD
NODE_6934_length_380_cov_1.445545_1	29760.VIT_08s0007g05690.t01	7.63E-47	164	"2CN09@1|root,2QT2F@2759|Eukaryota,37MY3@33090|Viridiplantae,3GE89@35493|Streptophyta"	35493|Streptophyta	S	lycopene beta cyclase	-	"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006629,GO:0006720,GO:0006721,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0009058,GO:0009507,GO:0009509,GO:0009536,GO:0009975,GO:0009987,GO:0016108,GO:0016109,GO:0016114,GO:0016116,GO:0016117,GO:0016853,GO:0016860,GO:0042440,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044424,GO:0044444,GO:0044464,GO:0045436,GO:0046148,GO:0071704,GO:1901576"	5.5.1.19	ko:K06443	"ko00906,ko01100,ko01110,map00906,map01100,map01110"	M00097	"R03824,R04801,R05341,R06962,R07856"	"RC01004,RC01964"	"ko00000,ko00001,ko00002,ko01000"	-	-	-	Lycopene_cycl
